,12,18,24,30,36,42,48,54,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12M,18M,24M,30M,36M,42M,48M,54M,60M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.21193701
1,0.024715763,0.019254590,0.012756283,0.010707276,0.008569886,0.009502883,0.010639343,0.010971329,0.011349313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.023078664,0.019147982,0.013640403,0.011788713,0.009833185,0.010028581,0.010581817,0.010690063,0.010885441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.022321284,0.019226997,0.014513419,0.012744779,0.010922995,0.010496642,0.010534281,0.010431058,0.010451240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.022443622,0.019491635,0.015375330,0.013586574,0.011851595,0.010909915,0.010496736,0.010194316,0.010046710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.023445679,0.019941895,0.016226137,0.014324807,0.012631265,0.011272407,0.010469181,0.009979836,0.009671851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.025327454,0.020577777,0.017065840,0.014969937,0.013274283,0.011587949,0.010451617,0.009787619,0.009326662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.028088947,0.021399282,0.017894439,0.015532428,0.013792929,0.011860372,0.010444044,0.009617664,0.009011145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.031730159,0.022406410,0.018711933,0.016022987,0.014199482,0.012093632,0.010446461,0.009469971,0.008725299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.036251090,0.023599160,0.019518323,0.016452322,0.014506220,0.012291684,0.010458868,0.009344540,0.008469124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.041651738,0.024977532,0.020313608,0.016831139,0.014725424,0.012458359,0.010481266,0.009241372,0.008242620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.047932106,0.026541527,0.021097789,0.017169900,0.014869373,0.012597488,0.010513655,0.009160466,0.008045787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.000000000,0.028291145,0.021870866,0.017479068,0.014950345,0.012712900,0.010556034,0.009101823,0.007878625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.030226384,0.022632838,0.017769350,0.014980619,0.012808428,0.010608404,0.009065441,0.007741133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.032347247,0.023383707,0.018051453,0.014972476,0.012887900,0.010670764,0.009051322,0.007633313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.034653731,0.024123470,0.018336084,0.014938193,0.012955274,0.010743115,0.009059466,0.007555164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.037145839,0.024852130,0.018633707,0.014890051,0.013014504,0.010825456,0.009089871,0.007506686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.039823568,0.025569685,0.018954781,0.014840328,0.013069421,0.010917788,0.009142539,0.007487879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
